,p,premium,agent_commission
8258,1.0,13800,2000
8259,0.96,3300,2000
8260,0.85,1200,2000
8261,0.96,1200,2000
8262,0.95,13800,2000
8263,0.99,7500,2000
8264,0.99,13800,2000
8265,0.99,24300,2000
8266,0.93,3300,2000
8267,1.0,13800,2000
8268,0.99,13800,2000
8269,1.0,13800,2000
8270,0.66,3300,2000
8271,0.88,15900,2000
8272,0.99,7500,2000
8273,0.93,7500,2000
8274,0.98,18000,2000
8275,0.97,18000,2000
8276,0.85,9600,2000
8277,0.9,5400,2000
8278,0.98,1200,2000
8279,0.97,5400,2000
8280,1.0,13800,2000
8281,0.97,11700,2000
8282,0.97,3300,2000
8283,0.99,15900,2000
8284,0.99,9600,2000
8285,0.8,3300,2000
8286,0.62,1200,2000
8287,0.96,1200,2000
8288,0.98,5400,2000
8289,0.9,5400,2000
8290,0.99,5400,2000
8291,0.98,28500,2000
8292,0.98,15900,2000
8293,1.0,3300,2000
8294,0.9,7500,2000
8295,1.0,18000,2000
8296,0.94,7500,2000
8297,0.46,9600,2000
8298,1.0,20100,2000
8299,0.79,9600,2000
8300,1.0,7500,2000
8301,0.62,9600,2000
8302,0.82,13800,2000
8303,0.91,1200,2000
8304,0.98,7500,2000
8305,0.98,11700,2000
8306,0.92,24300,2000
8307,0.95,1200,2000
8308,0.99,9600,2000
8309,0.83,5700,2000
8310,1.0,3300,2000
8311,0.86,3300,2000
8312,0.91,22200,2000
8313,1.0,7500,2000
8314,1.0,22200,2000
8315,0.94,7500,2000
8316,0.88,5400,2000
8317,0.98,1200,2000
8318,0.97,5400,2000
8319,0.94,5400,2000
8320,0.99,15900,2000
8321,0.85,7500,2000
8322,0.91,11700,2000
8323,1.0,20100,2000
8324,0.98,3300,2000
8325,0.96,5400,2000
8326,1.0,9600,2000
8327,1.0,5400,2000
8328,1.0,9600,2000
8329,1.0,39000,2000
8330,0.98,5400,2000
8331,0.94,5400,2000
8332,1.0,13800,2000
8333,0.71,11700,2000
8334,0.89,5400,2000
8335,0.97,5400,2000
8336,1.0,9600,2000
8337,0.98,11700,2000
8338,0.99,5400,2000
8339,1.0,7500,2000
8340,0.97,26400,2000
8341,1.0,3300,2000
8342,1.0,7500,2000
8343,1.0,7500,2000
8344,0.99,5400,2000
8345,1.0,13800,2000
8346,0.96,18000,2000
8347,0.99,18000,2000
8348,0.98,1200,2000
8349,1.0,9600,2000
8350,0.98,9600,2000
8351,0.56,18000,2000
8352,0.87,1200,2000
8353,0.97,3300,2000
8354,0.98,18000,2000
8355,0.85,7500,2000
8356,0.99,7500,2000
8357,0.7,41100,2000
8358,0.96,5700,2000
8359,0.99,26400,2000
8360,0.99,15900,2000
8361,1.0,11700,2000
8362,0.99,9600,2000
8363,0.95,3300,2000
8364,0.96,9600,2000
8365,0.96,13800,2000
8366,0.99,5700,2000
8367,0.98,3300,2000
8368,0.99,28500,2000
8369,0.98,5700,2000
8370,0.94,1200,2000
8371,0.97,3300,2000
8372,0.97,26400,2000
8373,1.0,7500,2000
8374,0.98,11700,2000
8375,0.87,9600,2000
8376,0.79,9600,2000
8377,1.0,13800,2000
8378,1.0,36900,2000
8379,1.0,5700,2000
8380,1.0,26400,2000
8381,0.98,5400,2000
8382,0.97,9600,2000
8383,0.93,7500,2000
8384,0.92,3300,2000
8385,1.0,11700,2000
8386,1.0,5400,2000
8387,0.99,9600,2000
8388,0.99,1200,2000
8389,1.0,3300,2000
8390,0.81,5700,2000
8391,0.94,5400,2000
8392,1.0,9600,2000
8393,0.97,3300,2000
8394,0.89,3300,2000
8395,0.98,13800,2000
8396,0.7,55800,2000
8397,0.99,1200,2000
8398,0.93,11700,2000
8399,0.99,13800,2000
8400,1.0,11700,2000
8401,0.71,1200,2000
8402,1.0,15900,2000
8403,1.0,5400,2000
8404,0.99,9600,2000
8405,0.87,13800,2000
8406,0.89,5700,2000
8407,0.67,13800,2000
8408,0.99,32700,2000
8409,0.98,5400,2000
8410,0.96,11700,2000
8411,1.0,22200,2000
8412,1.0,11700,2000
8413,0.89,3300,2000
8414,0.93,13800,2000
8415,0.93,18000,2000
8416,0.96,7500,2000
8417,0.99,7500,2000
8418,0.99,26400,2000
8419,0.97,3300,2000
8420,0.99,7500,2000
8421,0.99,7500,2000
8422,0.67,5700,2000
8423,0.99,9600,2000
8424,1.0,5400,2000
8425,0.88,13800,2000
8426,0.69,7500,2000
8427,1.0,15900,2000
8428,0.94,20100,2000
8429,1.0,22200,2000
8430,0.98,7500,2000
8431,0.96,13800,2000
8432,1.0,18000,2000
8433,0.87,1200,2000
8434,0.97,13800,2000
8435,1.0,43200,2000
8436,0.94,5400,2000
8437,0.91,5400,2000
8438,1.0,9600,2000
8439,0.84,1200,2000
8440,0.98,11700,2000
8441,1.0,7500,2000
8442,0.97,5400,2000
8443,0.98,39000,2000
8444,0.89,28500,2000
8445,0.88,1200,2000
8446,1.0,1200,2000
8447,1.0,9600,2000
8448,1.0,24300,2000
8449,0.99,3300,2000
8450,0.98,3300,2000
8451,0.87,7500,2000
8452,1.0,1200,2000
8453,0.95,32700,2000
8454,0.98,7500,2000
8455,0.97,34800,2000
8456,1.0,9600,2000
8457,0.99,13800,2000
8458,0.88,7500,2000
8459,1.0,22200,2000
8460,0.99,15900,2000
8461,0.99,15900,2000
8462,0.96,7500,2000
8463,0.27,5700,2000
8464,0.92,7500,2000
8465,0.98,7500,2000
8466,0.97,9600,2000
8467,0.86,7500,2000
8468,0.98,15900,2000
8469,0.55,1200,2000
8470,1.0,7500,2000
8471,1.0,13800,2000
8472,1.0,26400,2000
8473,0.87,18000,2000
8474,1.0,5400,2000
8475,0.97,7500,2000
8476,0.79,7500,2000
8477,0.98,9600,2000
8478,1.0,22200,2000
8479,0.98,13800,2000
8480,0.99,5700,2000
8481,0.93,36900,2000
8482,0.98,7500,2000
8483,0.97,9600,2000
8484,0.71,26400,2000
8485,0.99,18000,2000
8486,0.99,7500,2000
8487,0.99,15900,2000
8488,0.71,1200,2000
8489,0.98,15900,2000
8490,0.71,5700,2000
8491,1.0,9600,2000
8492,0.97,1200,2000
8493,1.0,13800,2000
8494,0.92,5400,2000
8495,0.55,5400,2000
8496,1.0,18000,2000
8497,0.99,9600,2000
8498,1.0,5400,2000
8499,1.0,1200,2000
8500,0.74,5400,2000
8501,1.0,5400,2000
8502,0.99,5400,2000
8503,1.0,5400,2000
8504,0.97,39000,2000
8505,1.0,18000,2000
8506,1.0,7500,2000
8507,0.83,7500,2000
8508,1.0,3300,2000
8509,1.0,9600,2000
8510,1.0,3300,2000
8511,1.0,7500,2000
8512,0.99,1200,2000
8513,0.97,13800,2000
8514,0.93,13800,2000
8515,0.94,7500,2000
8516,0.92,47400,2000
8517,1.0,20100,2000
8518,1.0,9600,2000
8519,0.98,11700,2000
8520,0.6,3300,2000
8521,0.99,1200,2000
8522,0.98,32700,2000
8523,1.0,9600,2000
8524,1.0,9600,2000
8525,0.95,1200,2000
8526,0.81,13800,2000
8527,1.0,15900,2000
8528,1.0,13800,2000
8529,0.99,24300,2000
8530,0.94,1200,2000
8531,0.98,11700,2000
8532,0.99,13800,2000
8533,0.62,3300,2000
8534,1.0,5400,2000
8535,0.86,7500,2000
8536,1.0,11700,2000
8537,0.99,7500,2000
8538,0.98,9600,2000
8539,0.96,7500,2000
8540,0.95,13800,2000
8541,0.95,15900,2000
8542,1.0,9600,2000
8543,1.0,5400,2000
8544,1.0,5400,2000
8545,0.99,20100,2000
8546,1.0,7500,2000
8547,1.0,11700,2000
8548,0.95,3300,2000
8549,1.0,5400,2000
8550,1.0,3300,2000
8551,0.94,3300,2000
8552,0.98,13800,2000
8553,0.98,18000,2000
8554,0.87,24300,2000
8555,0.99,5400,2000
8556,0.79,20100,2000
8557,0.98,11700,2000
8558,0.97,5700,2000
8559,0.98,1200,2000
8560,0.98,5700,2000
8561,1.0,18000,2000
8562,1.0,9600,2000
8563,0.62,9600,2000
8564,0.81,9600,2000
8565,1.0,11700,2000
8566,1.0,5400,2000
8567,1.0,1200,2000
8568,0.99,5400,2000
8569,0.77,5400,2000
8570,1.0,11700,2000
8571,0.44,9600,2000
8572,0.96,30600,2000
8573,1.0,34800,2000
8574,0.99,13800,2000
8575,1.0,18000,2000
8576,0.89,9600,2000
8577,0.94,11700,2000
8578,0.96,13800,2000
8579,0.76,9600,2000
8580,0.97,9600,2000
8581,1.0,26400,2000
8582,0.99,20100,2000
8583,1.0,7500,2000
8584,1.0,11700,2000
8585,0.9,7500,2000
8586,0.76,7500,2000
8587,0.99,7500,2000
8588,0.97,3300,2000
8589,0.97,22200,2000
8590,1.0,9600,2000
8591,0.67,5700,2000
8592,0.91,26400,2000
8593,0.99,11700,2000
8594,0.82,5400,2000
8595,0.97,9600,2000
8596,0.99,15900,2000
8597,0.34,7500,2000
8598,0.43,5400,2000
8599,1.0,9600,2000
8600,0.98,13800,2000
8601,1.0,3300,2000
8602,0.99,7500,2000
8603,0.93,3300,2000
8604,0.55,1200,2000
8605,0.99,15900,2000
8606,0.99,15900,2000
8607,0.94,13800,2000
8608,0.94,5400,2000
8609,0.99,7500,2000
8610,0.98,7500,2000
8611,1.0,5400,2000
8612,0.99,3300,2000
8613,0.74,60000,2000
8614,0.99,5400,2000
8615,0.96,7500,2000
8616,1.0,7500,2000
8617,1.0,9600,2000
8618,1.0,1200,2000
8619,0.51,7500,2000
8620,0.82,7500,2000
8621,0.98,1200,2000
8622,1.0,1200,2000
8623,0.72,1200,2000
8624,1.0,32700,2000
8625,0.98,13800,2000
8626,0.9,1200,2000
8627,0.81,1200,2000
8628,0.95,15900,2000
8629,0.99,15900,2000
8630,0.49,11700,2000
8631,0.98,5400,2000
8632,1.0,13800,2000
8633,0.99,5400,2000
8634,0.97,13800,2000
8635,0.99,11700,2000
8636,0.99,7500,2000
8637,1.0,18000,2000
8638,0.84,3300,2000
8639,1.0,13800,2000
8640,0.75,7500,2000
8641,0.99,34800,2000
8642,0.96,7500,2000
8643,0.84,9600,2000
8644,1.0,5400,2000
8645,0.95,9600,2000
8646,0.99,15900,2000
8647,0.99,18000,2000
8648,0.96,13800,2000
8649,1.0,20100,2000
8650,0.98,5400,2000
8651,1.0,13800,2000
8652,0.99,32700,2000
8653,0.79,13800,2000
8654,1.0,5400,2000
8655,1.0,1200,2000
8656,0.83,18000,2000
8657,0.91,5400,2000
8658,0.98,13800,2000
8659,0.95,3300,2000
8660,0.99,20100,2000
8661,0.98,11700,2000
8662,1.0,11700,2000
8663,0.97,30600,2000
8664,0.9,3300,2000
8665,0.85,43200,2000
8666,0.99,3300,2000
8667,1.0,7500,2000
8668,0.99,7500,2000
8669,1.0,7500,2000
8670,0.96,1200,2000
8671,0.98,5700,2000
8672,0.54,5700,2000
8673,0.97,18000,2000
8674,0.99,9600,2000
8675,1.0,3300,2000
8676,1.0,9600,2000
8677,0.96,5400,2000
8678,0.99,3300,2000
8679,0.61,26400,2000
8680,1.0,3300,2000
8681,0.96,5400,2000
8682,0.95,9600,2000
8683,0.94,5700,2000
8684,0.79,5400,2000
8685,0.97,7500,2000
8686,0.96,3300,2000
8687,0.99,11700,2000
8688,0.99,9600,2000
8689,1.0,7500,2000
8690,0.71,5400,2000
8691,0.97,5400,2000
8692,0.85,3300,2000
8693,0.91,11700,2000
8694,1.0,15900,2000
8695,0.97,13800,2000
8696,0.92,3300,2000
8697,0.95,3300,2000
8698,0.97,20100,2000
8699,1.0,7500,2000
8700,0.99,3300,2000
8701,0.63,24300,2000
8702,0.98,5400,2000
8703,0.9,20100,2000
8704,0.98,9600,2000
8705,0.67,3300,2000
8706,0.78,5400,2000
8707,0.94,3300,2000
8708,0.96,11700,2000
8709,0.99,11700,2000
8710,0.98,20100,2000
8711,0.98,5700,2000
8712,0.99,5400,2000
8713,0.9,7500,2000
8714,1.0,11700,2000
8715,1.0,7500,2000
8716,0.89,1200,2000
8717,1.0,24300,2000
8718,1.0,11700,2000
8719,0.93,7500,2000
8720,0.5,1200,2000
8721,0.91,11700,2000
8722,1.0,36900,2000
8723,1.0,9600,2000
8724,1.0,30600,2000
8725,0.87,3300,2000
8726,1.0,5400,2000
8727,1.0,3300,2000
8728,0.99,7500,2000
8729,0.78,60000,2000
8730,1.0,26400,2000
8731,0.99,9600,2000
8732,0.81,3300,2000
8733,0.96,5400,2000
8734,1.0,15900,2000
8735,1.0,5400,2000
8736,0.96,3300,2000
8737,0.61,3300,2000
8738,0.97,3300,2000
8739,0.92,41100,2000
8740,1.0,18000,2000
8741,1.0,45300,2000
8742,1.0,7500,2000
8743,0.99,28500,2000
8744,0.99,13800,2000
8745,0.94,1200,2000
8746,0.93,60000,2000
8747,1.0,3300,2000
8748,0.98,1200,2000
8749,0.84,24300,2000
8750,0.2,5400,2000
8751,0.72,3300,2000
8752,0.98,7500,2000
8753,0.99,3300,2000
8754,1.0,1200,2000
8755,0.97,1200,2000
8756,0.97,22200,2000
8757,0.99,9600,2000
8758,0.97,5400,2000
8759,0.96,11700,2000
8760,1.0,24300,2000
8761,0.93,26400,2000
8762,0.99,11700,2000
8763,0.94,7500,2000
8764,0.93,7500,2000
8765,1.0,5400,2000
8766,0.98,3300,2000
8767,0.98,3300,2000
8768,0.96,5400,2000
8769,0.6,20100,2000
8770,0.94,18000,2000
8771,0.94,7500,2000
8772,1.0,5400,2000
8773,0.97,3300,2000
8774,0.97,7500,2000
8775,0.93,5700,2000
8776,0.94,3300,2000
8777,0.99,7500,2000
8778,0.99,7500,2000
8779,0.99,3300,2000
8780,1.0,13800,2000
8781,0.99,3300,2000
8782,0.94,9600,2000
8783,0.98,7500,2000
8784,1.0,9600,2000
8785,1.0,1200,2000
8786,0.96,3300,2000
8787,1.0,9600,2000
8788,0.49,9600,2000
8789,1.0,7500,2000
8790,0.99,1200,2000
8791,1.0,13800,2000
8792,0.97,34800,2000
8793,1.0,5400,2000
8794,0.99,13800,2000
8795,1.0,5400,2000
8796,0.59,1200,2000
8797,0.87,3300,2000
8798,0.97,3300,2000
8799,0.99,24300,2000
8800,0.92,13800,2000
8801,0.96,22200,2000
8802,0.93,5400,2000
8803,0.91,7500,2000
8804,0.96,11700,2000
8805,1.0,60000,2000
8806,0.97,11700,2000
8807,0.92,5400,2000
8808,0.98,7500,2000
8809,0.99,20100,2000
8810,0.65,3300,2000
8811,0.96,5400,2000
8812,0.92,13800,2000
8813,0.99,3300,2000
8814,1.0,13800,2000
8815,0.96,13800,2000
8816,0.66,5400,2000
8817,0.99,41100,2000
8818,0.59,3300,2000
8819,0.98,24300,2000
8820,0.96,9600,2000
8821,0.95,13800,2000
8822,0.79,9600,2000
8823,0.9,15900,2000
8824,0.9,5400,2000
8825,1.0,9600,2000
8826,0.91,5400,2000
8827,1.0,20100,2000
8828,0.99,11700,2000
8829,1.0,9600,2000
8830,0.99,7500,2000
8831,1.0,11700,2000
8832,0.86,11700,2000
8833,0.99,5400,2000
8834,0.97,7500,2000
8835,0.99,5400,2000
8836,0.99,11700,2000
8837,0.88,5700,2000
8838,0.95,7500,2000
8839,0.96,9600,2000
8840,0.98,11700,2000
8841,0.99,24300,2000
8842,0.99,5400,2000
8843,1.0,20100,2000
8844,0.86,22200,2000
8845,0.52,7500,2000
8846,0.92,5400,2000
8847,0.92,22200,2000
8848,0.99,5400,2000
8849,0.75,7500,2000
8850,0.97,5400,2000
8851,1.0,11700,2000
8852,1.0,5400,2000
8853,1.0,26400,2000
8854,0.99,45300,2000
8855,1.0,15900,2000
8856,0.95,9600,2000
8857,0.98,3300,2000
8858,0.83,28500,2000
8859,0.97,3300,2000
8860,0.89,13800,2000
8861,1.0,22200,2000
8862,0.96,15900,2000
8863,0.98,1200,2000
8864,0.97,5400,2000
8865,1.0,5400,2000
8866,0.95,22200,2000
8867,0.97,5400,2000
8868,0.98,5400,2000
8869,0.93,9600,2000
8870,0.95,5400,2000
8871,0.99,7500,2000
8872,0.98,15900,2000
8873,0.98,5400,2000
8874,0.88,18000,2000
8875,1.0,11700,2000
8876,0.99,9600,2000
8877,0.99,15900,2000
8878,1.0,11700,2000
8879,1.0,49500,2000
8880,0.98,7500,2000
8881,1.0,13800,2000
8882,1.0,13800,2000
8883,0.96,7500,2000
8884,0.99,5400,2000
8885,1.0,20100,2000
8886,0.97,5400,2000
8887,0.56,15900,2000
8888,0.98,7500,2000
8889,0.99,15900,2000
8890,0.9,11700,2000
8891,0.83,5400,2000
8892,0.99,5400,2000
8893,1.0,26400,2000
8894,0.95,1200,2000
8895,0.98,5700,2000
8896,1.0,9600,2000
8897,0.96,1200,2000
8898,1.0,7500,2000
8899,1.0,13800,2000
8900,0.94,1200,2000
8901,0.96,5400,2000
8902,0.99,30600,2000
8903,0.99,18000,2000
8904,1.0,24300,2000
8905,0.92,11700,2000
8906,1.0,13800,2000
8907,1.0,3300,2000
8908,1.0,18000,2000
8909,1.0,3300,2000
8910,0.89,3300,2000
8911,0.95,22200,2000
8912,1.0,3300,2000
8913,1.0,5400,2000
8914,0.87,11700,2000
8915,0.89,11700,2000
8916,0.84,22200,2000
8917,0.87,7500,2000
8918,0.83,32700,2000
8919,1.0,30600,2000
8920,0.98,3300,2000
8921,0.84,5400,2000
8922,0.95,7500,2000
8923,1.0,15900,2000
8924,1.0,24300,2000
8925,1.0,9600,2000
8926,0.99,3300,2000
8927,1.0,7500,2000
8928,1.0,34800,2000
8929,0.53,5400,2000
8930,1.0,24300,2000
8931,0.95,5400,2000
8932,0.89,1200,2000
8933,1.0,7500,2000
8934,0.9,13800,2000
8935,0.94,20100,2000
8936,0.99,9600,2000
8937,0.68,18000,2000
8938,0.95,9600,2000
8939,0.77,34800,2000
8940,1.0,5400,2000
8941,0.7,13800,2000
8942,0.99,5400,2000
8943,1.0,15900,2000
8944,0.86,11700,2000
8945,0.85,7500,2000
8946,0.84,13800,2000
8947,0.95,7500,2000
8948,0.97,60000,2000
8949,0.98,5400,2000
8950,0.93,3300,2000
8951,0.92,7500,2000
8952,0.93,9600,2000
8953,0.99,1200,2000
8954,1.0,7500,2000
8955,0.99,5400,2000
8956,0.88,1200,2000
8957,1.0,7500,2000
8958,0.94,15900,2000
8959,0.97,18000,2000
8960,1.0,11700,2000
8961,0.67,1200,2000
8962,0.98,18000,2000
8963,1.0,1200,2000
8964,0.63,5400,2000
8965,0.94,3300,2000
8966,0.92,60000,2000
8967,0.98,5700,2000
8968,0.99,7500,2000
8969,1.0,5400,2000
8970,0.98,11700,2000
8971,0.71,5400,2000
8972,0.97,9600,2000
8973,0.79,5400,2000
8974,0.99,20100,2000
8975,0.99,9600,2000
8976,1.0,7500,2000
8977,1.0,5400,2000
8978,0.75,1200,2000
8979,0.98,7500,2000
8980,0.96,7500,2000
8981,1.0,7500,2000
8982,0.99,1200,2000
8983,0.99,5400,2000
8984,0.87,1200,2000
8985,0.99,11700,2000
8986,1.0,3300,2000
8987,0.88,9600,2000
8988,0.99,7500,2000
8989,0.97,9600,2000
8990,0.98,3300,2000
8991,1.0,3300,2000
8992,1.0,32700,2000
8993,1.0,5400,2000
8994,0.97,7500,2000
8995,0.98,11700,2000
8996,0.98,9600,2000
8997,0.99,7500,2000
8998,1.0,24300,2000
8999,1.0,5700,2000
9000,0.97,3300,2000
9001,0.89,9600,2000
9002,0.82,7500,2000
9003,1.0,5400,2000
9004,0.99,7500,2000
9005,0.99,5400,2000
9006,1.0,7500,2000
9007,0.99,13800,2000
9008,0.62,13800,2000
9009,0.87,13800,2000
9010,0.83,9600,2000
9011,0.96,1200,2000
9012,1.0,5400,2000
9013,0.97,3300,2000
9014,0.99,18000,2000
9015,0.98,15900,2000
9016,0.99,7500,2000
9017,0.93,28500,2000
9018,1.0,15900,2000
9019,0.99,7500,2000
9020,0.99,7500,2000
9021,0.98,26400,2000
9022,0.96,11700,2000
9023,0.5,7500,2000
9024,1.0,11700,2000
9025,0.97,11700,2000
9026,0.97,60000,2000
9027,0.88,1200,2000
9028,0.93,15900,2000
9029,0.94,5400,2000
9030,1.0,13800,2000
9031,0.99,15900,2000
9032,1.0,13800,2000
9033,0.4,15900,2000
9034,0.99,9600,2000
9035,1.0,26400,2000
9036,1.0,7500,2000
9037,0.95,11700,2000
9038,1.0,15900,2000
9039,0.97,5700,2000
9040,0.99,9600,2000
9041,0.63,39000,2000
9042,0.94,1200,2000
9043,0.76,32700,2000
9044,1.0,13800,2000
9045,0.99,5400,2000
9046,0.91,9600,2000
9047,0.79,24300,2000
9048,0.73,3300,2000
9049,1.0,5400,2000
9050,0.99,3300,2000
9051,0.94,11700,2000
9052,0.85,7500,2000
9053,0.98,13800,2000
9054,0.97,5400,2000
9055,0.98,5700,2000
9056,1.0,5700,2000
9057,0.96,26400,2000
9058,0.98,5400,2000
9059,0.98,3300,2000
9060,1.0,5400,2000
9061,1.0,5400,2000
9062,0.92,3300,2000
9063,0.92,9600,2000
9064,0.73,7500,2000
9065,0.82,5700,2000
9066,0.84,5400,2000
9067,0.68,7500,2000
9068,0.99,3300,2000
9069,1.0,5400,2000
9070,0.99,1200,2000
9071,0.99,5400,2000
9072,0.98,7500,2000
9073,1.0,13800,2000
9074,1.0,1200,2000
9075,1.0,9600,2000
9076,0.97,11700,2000
9077,1.0,11700,2000
9078,0.9,3300,2000
9079,0.87,20100,2000
9080,0.99,1200,2000
9081,0.97,3300,2000
9082,0.99,7500,2000
9083,1.0,11700,2000
9084,0.97,7500,2000
9085,1.0,5400,2000
9086,0.99,9600,2000
9087,0.99,5400,2000
9088,1.0,5400,2000
9089,1.0,20100,2000
9090,0.92,9600,2000
9091,0.98,3300,2000
9092,0.95,18000,2000
9093,0.87,22200,2000
9094,1.0,9600,2000
9095,0.98,5400,2000
9096,0.94,3300,2000
9097,0.98,5400,2000
9098,0.67,1200,2000
9099,1.0,7500,2000
9100,0.98,5400,2000
9101,0.94,7500,2000
9102,0.97,3300,2000
9103,0.96,7500,2000
9104,1.0,1200,2000
9105,1.0,3300,2000
9106,0.92,30600,2000
9107,0.89,7500,2000
9108,0.95,5400,2000
9109,0.94,7500,2000
9110,0.97,24300,2000
9111,1.0,9600,2000
9112,1.0,28500,2000
9113,1.0,7500,2000
9114,0.96,11700,2000
9115,0.99,7500,2000
9116,0.9,5400,2000
9117,0.92,7500,2000
9118,1.0,13800,2000
9119,1.0,3300,2000
9120,1.0,15900,2000
9121,0.96,5400,2000
9122,0.88,13800,2000
9123,0.99,5400,2000
9124,0.91,5400,2000
9125,0.99,5400,2000
9126,0.96,32700,2000
9127,0.95,5400,2000
9128,0.86,47400,2000
9129,1.0,9600,2000
9130,0.9,3300,2000
9131,0.98,3300,2000
9132,0.9,5400,2000
9133,0.96,3300,2000
9134,0.97,18000,2000
9135,0.9,11700,2000
9136,1.0,26400,2000
9137,0.43,3300,2000
9138,0.99,5400,2000
9139,1.0,7500,2000
9140,1.0,7500,2000
9141,0.89,9600,2000
9142,0.94,13800,2000
9143,0.94,1200,2000
9144,0.98,9600,2000
9145,1.0,11700,2000
9146,0.99,9600,2000
9147,0.92,15900,2000
9148,0.98,3300,2000
9149,0.61,7500,2000
9150,0.97,3300,2000
9151,0.95,32700,2000
9152,0.81,7500,2000
9153,1.0,7500,2000
9154,0.97,18000,2000
9155,1.0,26400,2000
9156,0.99,5700,2000
9157,0.97,5400,2000
9158,0.94,5400,2000
9159,0.98,45300,2000
9160,0.86,5400,2000
9161,1.0,7500,2000
9162,0.94,7500,2000
9163,0.77,1200,2000
9164,1.0,13800,2000
9165,0.98,5400,2000
9166,0.94,7500,2000
9167,0.99,15900,2000
9168,0.72,5400,2000
9169,0.99,13800,2000
9170,1.0,5400,2000
9171,0.92,20100,2000
9172,0.92,13800,2000
9173,1.0,24300,2000
9174,1.0,24300,2000
9175,0.98,9600,2000
9176,0.99,5400,2000
9177,0.99,13800,2000
9178,0.97,5400,2000
9179,0.96,13800,2000
9180,0.96,1200,2000
9181,0.99,5400,2000
9182,0.98,15900,2000
9183,0.97,7500,2000
9184,1.0,5400,2000
9185,1.0,3300,2000
9186,1.0,11700,2000
9187,0.99,49500,2000
9188,0.97,3300,2000
9189,0.98,32700,2000
9190,0.92,13800,2000
9191,1.0,13800,2000
9192,1.0,5400,2000
9193,0.99,9600,2000
9194,0.95,1200,2000
9195,1.0,13800,2000
9196,0.98,3300,2000
9197,0.97,9600,2000
9198,1.0,5400,2000
9199,1.0,28500,2000
9200,0.98,5700,2000
9201,1.0,7500,2000
9202,0.79,7500,2000
9203,0.9,7500,2000
9204,0.89,3300,2000
9205,0.84,7500,2000
9206,0.96,5400,2000
9207,0.98,5400,2000
9208,1.0,11700,2000
9209,0.93,34800,2000
9210,0.97,7500,2000
9211,0.99,11700,2000
9212,0.87,1200,2000
9213,1.0,1200,2000
9214,1.0,13800,2000
9215,1.0,39000,2000
9216,1.0,18000,2000
9217,0.99,1200,2000
9218,1.0,5400,2000
9219,0.98,26400,2000
9220,0.88,22200,2000
9221,0.98,36900,2000
9222,0.76,22200,2000
9223,0.95,22200,2000
9224,0.96,3300,2000
9225,0.99,7500,2000
9226,0.99,13800,2000
9227,1.0,5400,2000
9228,1.0,1200,2000
9229,1.0,11700,2000
9230,0.95,18000,2000
9231,0.92,20100,2000
9232,0.84,7500,2000
9233,0.92,1200,2000
9234,1.0,15900,2000
9235,1.0,22200,2000
9236,0.99,1200,2000
9237,0.95,11700,2000
9238,0.71,7500,2000
9239,0.94,3300,2000
9240,0.94,11700,2000
9241,0.94,5400,2000
9242,0.89,5400,2000
9243,0.96,7500,2000
9244,0.94,39000,2000
9245,0.99,7500,2000
9246,0.4,20100,2000
9247,1.0,7500,2000
9248,0.93,13800,2000
9249,1.0,5400,2000
9250,0.94,11700,2000
9251,0.79,5700,2000
9252,0.67,49500,2000
9253,1.0,7500,2000
9254,0.9,7500,2000
9255,0.98,9600,2000
9256,0.96,9600,2000
9257,0.98,5400,2000
9258,1.0,5700,2000
9259,1.0,5700,2000
9260,0.93,7500,2000
9261,0.88,20100,2000
9262,0.72,9600,2000
9263,1.0,11700,2000
9264,0.47,5700,2000
9265,0.86,5700,2000
9266,1.0,7500,2000
9267,0.99,9600,2000
9268,0.99,11700,2000
9269,0.97,5400,2000
9270,0.61,5700,2000
9271,0.97,5400,2000
9272,0.99,26400,2000
9273,0.91,18000,2000
9274,1.0,39000,2000
9275,1.0,18000,2000
9276,0.89,7500,2000
9277,0.99,1200,2000
9278,1.0,13800,2000
9279,1.0,13800,2000
9280,0.99,5400,2000
9281,0.97,9600,2000
9282,0.81,7500,2000
9283,0.98,5400,2000
9284,0.99,7500,2000
9285,0.82,5400,2000
9286,1.0,28500,2000
9287,0.99,1200,2000
9288,0.78,5700,2000
9289,1.0,7500,2000
9290,0.74,13800,2000
9291,0.96,9600,2000
9292,0.99,9600,2000
9293,0.85,3300,2000
9294,0.99,15900,2000
9295,0.98,7500,2000
9296,1.0,9600,2000
9297,0.99,13800,2000
9298,0.84,3300,2000
9299,0.99,11700,2000
9300,1.0,11700,2000
9301,0.49,15900,2000
9302,0.96,11700,2000
9303,0.71,11700,2000
9304,0.96,9600,2000
9305,0.54,7500,2000
9306,1.0,5400,2000
9307,1.0,1200,2000
9308,0.82,5400,2000
9309,0.88,13800,2000
9310,0.95,9600,2000
9311,0.97,9600,2000
9312,1.0,7500,2000
9313,1.0,5400,2000
9314,1.0,9600,2000
9315,0.97,3300,2000
9316,1.0,15900,2000
9317,0.91,26400,2000
9318,0.96,7500,2000
9319,0.75,5400,2000
9320,0.99,9600,2000
9321,1.0,13800,2000
9322,0.98,18000,2000
9323,0.98,3300,2000
9324,0.95,11700,2000
9325,1.0,13800,2000
9326,0.57,11700,2000
9327,0.81,1200,2000
9328,0.71,15900,2000
9329,1.0,26400,2000
9330,0.97,32700,2000
9331,0.95,20100,2000
9332,0.97,3300,2000
9333,0.98,9600,2000
